teams,hid,hypothesis,timestamp,uid,tid,balance,investment,p_initial,p_new,shares
Non-Team,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-04 19:10:26,364DM9BK,881,38.001999,5,.81099999,.81999999,6.1329999
Non-Team,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-06 06:42:10,NF615CCR,937,70,20,.81999999,.85299999,23.903999
Non-Team,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-06 08:31:02,I5MM4SP4,993,10,5,.85299999,.86000001,5.8400002
Non-Team,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-06 08:35:41,D4IHJE9D,996,95,10,.86000001,.87300003,11.541
Non-Team,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-06 08:40:27,KHM6JTTQ,1009,90,10,.87300003,.88499999,11.374
Non-Team,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-06 09:31:10,2JVEZQBI,1061,8.7379999,-5,.88499999,.84200001,36.914001
Non-Team,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-06 10:46:07,UHD180K9,1113,4.4330001,4,.84200001,.84899998,5.243
Non-Team,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-06 11:29:23,E6S8LAPB,1124,85,15,.84899998,.87,17.450001
Non-Team,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-06 11:52:08,6V3Y1K5G,1167,20,10,.87,.88200003,11.413
Non-Team,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-06 12:18:18,1V1VYW62,1183,31.113001,18,.88200003,.90200001,20.174
Non-Team,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-06 12:52:46,83PROBG5,1195,98,1,.90200001,.903,1.108
Non-Team,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-06 13:14:49,WP5DYPCV,1200,90,10,.903,.912,11.021
Non-Team,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-06 13:20:57,WP5DYPCV,1214,0,-20,.912,.81699997,84.275002
Non-Team,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-06 13:28:06,VV2LJBKR,1227,36,-4,.81699997,.78500003,20.107
Non-Team,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-06 13:47:46,Y8W2S5P6,1293,50,10,.78500003,.80500001,12.577
Non-Team,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-06 14:09:38,8ULWSME4,1328,20,10,.80500001,.824,12.276
Non-Team,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-06 14:31:07,P8BW1VHY,1356,75,25,.824,.86299998,29.624001
Non-Team,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-06 14:31:27,DYW9BUWN,1360,85,10,.86299998,.87599999,11.503
Non-Team,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-06 14:34:30,DYW9BUWN,1363,60,-5,.87599999,.86900002,5.73
Non-Team,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-06 14:38:53,364DM9BK,1369,13.951,5,.86900002,.87599999,5.73
Non-Team,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-06 16:39:05,TDPUSV0F,1427,49,49,.87599999,.92400002,54.348
Non-Team,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-06 16:43:40,ZIAKNSK8,1439,96,-2,.92400002,.90600002,23.546
Non-Team,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-06 17:15:23,JI6K9ZCK,1480,50,20,.90600002,.92299998,21.872
Non-Team,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-06 17:17:34,JI6K9ZCK,1484,5,5,.92299998,.926,5.408
Non-Team,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-06 17:52:19,ZIAKNSK8,1493,37.922001,-1,.926,.917,12.815
Non-Team,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-06 17:54:20,ZIAKNSK8,1497,25.98,-1,.917,.90799999,11.466
Non-Team,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-06 19:10:12,Z92KUH4F,1522,.027000001,-20,.90799999,.88800001,22.264999
Non-Team,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-06 19:16:12,L01GI8P4,1526,10,10,.88800001,.898,11.195
Non-Team,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-06 19:57:21,OFQAMMWQ,1529,90,15,.898,.91299999,16.561001
Non-Team,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-06 20:04:53,GXR63Y25,1532,100,-100,.91299999,.336,302.85001
Non-Team,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-06 20:05:46,GXR63Y25,1533,0,100,.336,.91299999,302.85001
Non-Team,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-06 20:08:09,E3BL2V48,1534,20,-10,.91299999,.82599998,79.014
Non-Team,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-06 22:43:58,5V8F6GKM,1562,50,10,.82599998,.84200001,11.988
Non-Team,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-07 08:36:18,6V3Y1K5G,1643,5,5,.84200001,.85000002,5.9089999
Non-Team,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-07 15:14:30,WASM5XE4,1712,90,5,.85000002,.85699999,5.8569999
Non-Team,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-07 15:34:42,GXR63Y25,1721,30,10,.85699999,.87099999,11.571
Non-Team,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-07 16:40:30,LJ4L9U3A,1733,45,-2,.87099999,.85399997,14.542
Non-Team,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-07 16:40:45,LJ4L9U3A,1734,43,2,.85399997,.87099999,14.542
Non-Team,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-07 16:40:53,LJ4L9U3A,1735,45,5,.87099999,.87699997,5.7199998
Non-Team,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-07 18:33:49,XKQGDLEU,1745,98,-2,.87699997,.86000001,15.233
Non-Team,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-07 18:38:39,XKQGDLEU,1754,69,-2,.86000001,.84299999,13.466
Non-Team,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-07 22:46:05,2U8NXHFY,1819,55,10,.84299999,.85799998,11.759
Non-Team,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-08 15:56:00,ZBKIBDAL,1860,40,-20,.85799998,.70200002,93.878998
Non-Team,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-08 16:09:16,IR60FUG4,1870,45,25,.70200002,.76800001,33.963001
Non-Team,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-08 17:49:34,XKQGDLEU,1888,68,4,.76800001,.79900002,18.527
Non-Team,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-09 08:30:15,R3Z3KKN9,1963,10,10,.79900002,.81900001,12.358
Non-Team,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-09 12:00:15,VEH4PKX3,1977,90,10,.81900001,.83600003,12.087
Non-Team,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-09 14:11:18,R3Z3KKN9,2000,1.184,1,.83600003,.83700001,1.1950001
Non-Team,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-10 12:28:46,Y8W2S5P6,2096,50.305,-10,.83700001,.81999999,12.574
Non-Team,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-10 14:56:57,WLT6VQ1M,2105,17.85,17,.81999999,.84899998,21.384001
Non-Team,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-11 07:21:56,XKQGDLEU,2191,63,-4,.84899998,.81599998,23.938999
Non-Team,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-11 12:30:23,FZSDNX6M,2204,60,10,.81599998,.833,12.126
Non-Team,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-11 12:37:33,364DM9BK,2206,.51099998,-5,.833,.82499999,6.0310001
Non-Team,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-11 12:54:28,BA0YUVWQ,2221,40,10,.82499999,.84100002,12.001
Non-Team,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-11 13:09:23,S32PZ1TC,2242,30,10,.84100002,.85699999,11.777
Non-Team,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-11 14:06:23,F06ZTWZI,2253,99,-9,.85699999,.78299999,50.473
Non-Team,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-11 20:36:15,RA4XN3BC,2328,95,5,.78299999,.79299998,6.3439999
Non-Team,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-11 20:53:26,RA4XN3BC,2345,60,3,.79299998,.80000001,3.767
Non-Team,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-11 21:03:03,RA4XN3BC,2361,10,2,.80000001,.80400002,2.4949999
Non-Team,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-11 21:58:11,UG9MPR9Z,2379,80,-5,.80400002,.764,23.184999
Non-Team,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2019-05-12 15:48:39,Z92KUH4F,2450,36.998001,-5,.764,.73000002,18.215
Non-Team,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-02 16:00:49,BLRDNJ4Q,7,100,20,.5,.59100002,36.659
Non-Team,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-02 16:03:24,BLRDNJ4Q,24,40,20,.59100002,.66500002,31.834999
Non-Team,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-02 16:04:21,BLRDNJ4Q,34,0,-20,.66500002,.59100002,31.834999
Non-Team,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-02 16:04:48,UAA2SLBL,42,75,15,.59100002,.648,24.216
Non-Team,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-02 16:10:43,UAA2SLBL,60,17,17,.648,.70300001,25.163
Non-Team,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-02 16:14:49,CA0FXXX5,74,58,1,.70300001,.70599997,1.42
Non-Team,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-02 16:22:17,CA0FXXX5,85,57,2,.70599997,.71200001,2.822
Non-Team,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-02 16:27:23,A96TLPDJ,90,100,50,.71200001,.82499999,64.801003
Non-Team,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-02 16:29:15,CA0FXXX5,94,55,7,.82499999,.83700001,8.4239998
Non-Team,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-02 16:42:09,CA0FXXX5,126,46,5,.83700001,.84500003,5.9460001
Non-Team,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-02 16:53:48,EC6JRZIK,143,45,5,.84500003,.852,5.8920002
Non-Team,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-02 17:00:28,CA0FXXX5,147,36,1,.852,.85399997,1.1720001
Non-Team,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-02 18:12:59,URUAQGH3,190,81,4,.85399997,.86000001,4.6690001
Non-Team,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-02 18:14:04,URUAQGH3,194,53,10,.86000001,.87300003,11.543
Non-Team,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-02 18:14:46,URUAQGH3,198,18,5,.87300003,.87900001,5.7069998
Non-Team,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-02 18:33:15,Z92KUH4F,237,100,25,.87900001,.90600002,27.996
Non-Team,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-02 18:39:34,TM41ZSHI,257,70,15,.90600002,.91900003,16.437
Non-Team,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-02 18:45:14,Z92KUH4F,274,.027000001,-10,.91900003,.91000003,10.931
Non-Team,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-02 18:57:18,Z92KUH4F,280,.027000001,-15,.91000003,.89600003,16.604
Non-Team,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-02 21:18:08,ABL13TE8,354,100,100,.89600003,.96200001,107.082
Non-Team,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-03 02:00:02,AAGIC15M,398,75,75,.96200001,.98199999,77.078003
Non-Team,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-03 02:51:52,OV6XZ01M,404,91,10,.98199999,.98400003,10.175
Non-Team,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-03 08:16:03,RG8NXWOZ,486,84,8,.98400003,.98500001,8.1280003
Non-Team,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-03 08:16:14,RG8NXWOZ,487,76,2,.98500001,.98500001,2.03
Non-Team,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-03 08:18:54,RG8NXWOZ,501,38,6,.98500001,.986,6.0869999
Non-Team,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-03 09:04:10,V0JJDTMJ,512,100,20,.986,.98900002,20.256001
Non-Team,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-03 09:13:56,I5MM4SP4,516,100,41,.98900002,.99199998,41.387001
Non-Team,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-03 09:14:03,I5MM4SP4,517,59,1,.99199998,.99299997,1.008
Non-Team,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-03 09:14:32,I5MM4SP4,518,58,-32,.99299997,.99000001,32.285
Non-Team,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-03 09:16:50,I5MM4SP4,527,25,10,.99000001,.991,10.099
Non-Team,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-03 09:17:54,Y8W2S5P6,531,100,10,.991,.99199998,10.09
Non-Team,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-03 09:37:56,RG8NXWOZ,544,20,4,.99199998,.99199998,4.033
Non-Team,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-03 10:02:13,TL46PFWK,546,80,20,.99199998,.99299997,20.148001
Non-Team,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-03 10:15:37,2JVEZQBI,570,66,-1,.99299997,.98299998,92.081001
Non-Team,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-03 10:22:03,2JVEZQBI,581,58,-1,.98299998,.97399998,47.490002
Non-Team,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-03 12:33:07,DHBRH9ZM,614,100,-2,.97399998,.954,56.959
Non-Team,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-03 13:54:16,E3BL2V48,616,45,-1,.954,.94499999,19.917999
Non-Team,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-03 13:55:26,E3BL2V48,617,44,-1,.94499999,.93599999,16.756001
Non-Team,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-03 13:55:33,E3BL2V48,618,43,-2,.93599999,.917,27.247
Non-Team,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-03 13:56:03,E3BL2V48,621,41,-2,.917,.89899999,21.778999
Non-Team,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-03 13:56:09,E3BL2V48,622,39,-4,.89899999,.86400002,33.886002
Non-Team,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-03 13:56:43,5PZZHA8S,624,60,10,.86400002,.87699997,11.492
Non-Team,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-03 13:56:53,5PZZHA8S,625,50,-5,.87699997,.87,5.7249999
Non-Team,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-03 13:58:02,Z92KUH4F,632,30.027,30,.87,.90399998,33.792
Non-Team,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-03 13:58:49,5PZZHA8S,636,29,29,.90399998,.92799997,31.642
Non-Team,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-03 14:07:44,R3Z3KKN9,641,90,10,.92799997,.935,10.735
Non-Team,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-03 14:36:01,364DM9BK,650,98,1,.935,.93599999,1.069
Non-Team,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-03 14:37:34,364DM9BK,658,91,9,.93599999,.94099998,9.5909996
Non-Team,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-03 16:41:52,EU8JCEPT,684,99,-1,.94099998,.93199998,15.755
Non-Team,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-03 17:04:03,EU8JCEPT,699,92.999001,-5,.93199998,.88599998,56.025002
Non-Team,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-03 17:04:16,EU8JCEPT,700,87.999001,-4,.88599998,.852,30.67
Non-Team,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-03 17:05:08,EU8JCEPT,703,83.999001,2,.852,.86900002,14.316
Non-Team,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-03 17:05:16,EU8JCEPT,704,85.999001,-2,.86900002,.852,14.316
Non-Team,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-03 17:05:54,EU8JCEPT,711,77.999001,-2,.852,.83499998,12.758
Non-Team,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-03 17:07:12,EU8JCEPT,720,54.999001,-5,.83499998,.79400003,27.014
Non-Team,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-03 17:08:13,CA0FXXX5,724,2.631,2,.79400003,.79799998,2.5120001
Non-Team,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-03 17:32:21,Z92KUH4F,738,10.027,10,.79799998,.81699997,12.38
Non-Team,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-03 17:37:09,00LFTCUH,742,100,10,.81699997,.83499998,12.105
Non-Team,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-03 18:18:21,VV2LJBKR,750,90,-10,.83499998,.755,49.230999
Non-Team,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-03 21:51:38,DHBRH9ZM,810,0,10,.755,.83499998,49.230999
Non-Team,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-04 12:09:23,UHD180K9,843,80,5,.83499998,.84299999,5.961
Non-Team,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-04 12:12:33,UHD180K9,848,55,5,.84299999,.85000002,5.9060001
Non-Team,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-04 12:14:57,UHD180K9,851,35,5,.85000002,.85799998,5.8540001
Non-Team,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-04 17:49:06,DHBRH9ZM,876,.58499998,2,.85799998,.86799997,8.8070002
Non-Team,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-04 19:10:37,364DM9BK,882,33.001999,5,.86799997,.875,5.7379999
Non-Team,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-05 20:10:32,EU8JCEPT,906,27.999001,-2,.875,.85699999,14.929
Non-Team,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-06 08:31:08,I5MM4SP4,994,5,5,.85699999,.86400002,5.809
Non-Team,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-06 08:40:05,D4IHJE9D,1007,30,30,.86400002,.89899999,33.993
Non-Team,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-06 08:40:52,KHM6JTTQ,1010,80,30,.89899999,.92500001,32.858002
Non-Team,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-06 09:28:18,2JVEZQBI,1043,57,-10,.92500001,.83700001,88.003998
Non-Team,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-06 09:43:02,8ULWSME4,1074,50,10,.83700001,.85299999,11.831
Non-Team,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-06 11:29:32,E6S8LAPB,1125,70,15,.85299999,.87300003,17.375
Non-Team,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-06 11:47:18,6V3Y1K5G,1155,85,25,.87300003,.90100002,28.157
Non-Team,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-06 12:02:58,ZEMG9K2L,1175,60,30,.90100002,.92699999,32.796001
Non-Team,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-06 12:08:50,1V1VYW62,1179,41.112999,10,.92699999,.93400002,10.747
Non-Team,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-06 12:36:48,DHBRH9ZM,1191,.713,-1,.93400002,.93300003,1.071
Non-Team,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-06 12:52:20,83PROBG5,1194,99,1,.93300003,.93400002,1.071
Non-Team,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-06 13:15:02,WP5DYPCV,1202,80,20,.93400002,.94599998,21.275
Non-Team,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-06 13:21:09,WP5DYPCV,1215,0,-40,.94599998,.76499999,168.269
Non-Team,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-06 13:28:21,VV2LJBKR,1229,32,-4,.76499999,.73500001,15.988
Non-Team,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-06 13:36:45,Y8W2S5P6,1256,80,10,.73500001,.75999999,13.38
Non-Team,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-06 14:05:34,R3Z3KKN9,1324,40,5,.75999999,.77200001,6.5289998
Non-Team,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2019-05-06 14:17:40,R3Z3KKN9,1336,15,10,.77200001,.79299998,12.778
