teams,uid,hid,hypothesis,shares
Team Members,CN95SKJL,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",26.362
Team Members,CN95SKJL,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",42.132
Team Members,CN95SKJL,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",-55.224998
Team Members,CN95SKJL,6,"Negative Effect of Losses in VMPFC, Equal Range Group",8.8290005
Team Members,CN95SKJL,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",16.566999
Team Members,CN95SKJL,8,"Positive Effect of Losses in Amygdala, Equal Range Group",18.353001
Team Members,CN95SKJL,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",-6.875
Team Members,CYVH9I2G,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",45.379002
Team Members,CYVH9I2G,2,"Positive Effect of Gains in VMPFC, Equal Range Group",-8.9779997
Team Members,CYVH9I2G,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",-7.1009998
Team Members,CYVH9I2G,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",-12.856
Team Members,CYVH9I2G,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",23.940001
Team Members,CYVH9I2G,6,"Negative Effect of Losses in VMPFC, Equal Range Group",4.724
Team Members,CYVH9I2G,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",-1.181
Team Members,CYVH9I2G,8,"Positive Effect of Losses in Amygdala, Equal Range Group",-1.323
Team Members,CYVH9I2G,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",-30.638
Team Members,DNKD6X99,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",-55.548
Team Members,DNKD6X99,2,"Positive Effect of Gains in VMPFC, Equal Range Group",-38.043999
Team Members,DNKD6X99,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",0
Team Members,DNKD6X99,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",0
Team Members,DNKD6X99,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",20.707001
Team Members,DNKD6X99,6,"Negative Effect of Losses in VMPFC, Equal Range Group",48.549999
Team Members,DNKD6X99,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",0
Team Members,DNKD6X99,8,"Positive Effect of Losses in Amygdala, Equal Range Group",0
Team Members,DNKD6X99,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",-29.952999
Team Members,F3SUBJWJ,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",0
Team Members,F3SUBJWJ,2,"Positive Effect of Gains in VMPFC, Equal Range Group",-89.973999
Team Members,F3SUBJWJ,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",-64.089996
Team Members,F3SUBJWJ,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",0
Team Members,F3SUBJWJ,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",0
Team Members,F3SUBJWJ,6,"Negative Effect of Losses in VMPFC, Equal Range Group",0
Team Members,F3SUBJWJ,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",0
Team Members,F3SUBJWJ,8,"Positive Effect of Losses in Amygdala, Equal Range Group",-14.551
Team Members,F3SUBJWJ,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",0
Team Members,F6ZXD1UJ,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",40.535999
Team Members,F6ZXD1UJ,2,"Positive Effect of Gains in VMPFC, Equal Range Group",37.745998
Team Members,F6ZXD1UJ,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",6.6279998
Team Members,F6ZXD1UJ,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",7.4310002
Team Members,F6ZXD1UJ,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",22.250999
Team Members,F6ZXD1UJ,6,"Negative Effect of Losses in VMPFC, Equal Range Group",40.310001
Team Members,F6ZXD1UJ,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",-2.7320001
Team Members,F6ZXD1UJ,8,"Positive Effect of Losses in Amygdala, Equal Range Group",-5.3340001
Team Members,F6ZXD1UJ,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",-1.411
Team Members,G5V0GGP4,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",7.243
Team Members,G5V0GGP4,2,"Positive Effect of Gains in VMPFC, Equal Range Group",9.4169998
Team Members,G5V0GGP4,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",-20.84
Team Members,G5V0GGP4,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",-17.809
Team Members,G5V0GGP4,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",25.735001
Team Members,G5V0GGP4,6,"Negative Effect of Losses in VMPFC, Equal Range Group",0
Team Members,G5V0GGP4,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",-16.563999
Team Members,G5V0GGP4,8,"Positive Effect of Losses in Amygdala, Equal Range Group",-22.628
Team Members,G5V0GGP4,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",-7.6360002
Team Members,GB2NG08J,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",-58.777
Team Members,GB2NG08J,2,"Positive Effect of Gains in VMPFC, Equal Range Group",13.258
Team Members,GB2NG08J,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",-32.429001
Team Members,GB2NG08J,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",-47.238998
Team Members,GB2NG08J,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",15.584
Team Members,GB2NG08J,6,"Negative Effect of Losses in VMPFC, Equal Range Group",19.726999
Team Members,GB2NG08J,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",-11.319
Team Members,GB2NG08J,8,"Positive Effect of Losses in Amygdala, Equal Range Group",-14.622
Team Members,GB2NG08J,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",-11.838
Team Members,GDXEMH9H,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",0
Team Members,GDXEMH9H,2,"Positive Effect of Gains in VMPFC, Equal Range Group",0
Team Members,GDXEMH9H,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",0
Team Members,GDXEMH9H,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",0
Team Members,GDXEMH9H,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",50.506001
Team Members,GDXEMH9H,6,"Negative Effect of Losses in VMPFC, Equal Range Group",0
Team Members,GDXEMH9H,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",-31.74
Team Members,GDXEMH9H,8,"Positive Effect of Losses in Amygdala, Equal Range Group",0
Team Members,GDXEMH9H,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",-27.115
Team Members,GV3ZO0KL,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",24.905001
Team Members,GV3ZO0KL,2,"Positive Effect of Gains in VMPFC, Equal Range Group",0
Team Members,GV3ZO0KL,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",39.73
Team Members,GV3ZO0KL,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",-10.81
Team Members,GV3ZO0KL,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",21.641001
Team Members,GV3ZO0KL,6,"Negative Effect of Losses in VMPFC, Equal Range Group",0
Team Members,GV3ZO0KL,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",-14.125
Team Members,GV3ZO0KL,8,"Positive Effect of Losses in Amygdala, Equal Range Group",-16.003
Team Members,GV3ZO0KL,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",-14.136
Team Members,HHMH4BR5,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",0
Team Members,HHMH4BR5,2,"Positive Effect of Gains in VMPFC, Equal Range Group",0
Team Members,HHMH4BR5,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",0
Team Members,HHMH4BR5,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",0
Team Members,HHMH4BR5,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",0
Team Members,HHMH4BR5,6,"Negative Effect of Losses in VMPFC, Equal Range Group",0
Team Members,HHMH4BR5,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",0
Team Members,HHMH4BR5,8,"Positive Effect of Losses in Amygdala, Equal Range Group",0
Team Members,HHMH4BR5,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",0
Team Members,IMCM6CSW,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",0
Team Members,IMCM6CSW,2,"Positive Effect of Gains in VMPFC, Equal Range Group",0
Team Members,IMCM6CSW,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",0
Team Members,IMCM6CSW,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",0
Team Members,IMCM6CSW,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",69.476997
Team Members,IMCM6CSW,6,"Negative Effect of Losses in VMPFC, Equal Range Group",0
Team Members,IMCM6CSW,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",-21.549999
Team Members,IMCM6CSW,8,"Positive Effect of Losses in Amygdala, Equal Range Group",-15.825
Team Members,IMCM6CSW,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",-21.132999
Team Members,IRDKYPME,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",0
Team Members,IRDKYPME,2,"Positive Effect of Gains in VMPFC, Equal Range Group",0
Team Members,IRDKYPME,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",0
Team Members,IRDKYPME,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",0
Team Members,IRDKYPME,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",0
Team Members,IRDKYPME,6,"Negative Effect of Losses in VMPFC, Equal Range Group",0
Team Members,IRDKYPME,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",0
Team Members,IRDKYPME,8,"Positive Effect of Losses in Amygdala, Equal Range Group",0
Team Members,IRDKYPME,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",0
Team Members,IT9KV39Y,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",32.616001
Team Members,IT9KV39Y,2,"Positive Effect of Gains in VMPFC, Equal Range Group",17.993
Team Members,IT9KV39Y,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",41.532001
Team Members,IT9KV39Y,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",16.825001
Team Members,IT9KV39Y,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",22.783001
Team Members,IT9KV39Y,6,"Negative Effect of Losses in VMPFC, Equal Range Group",10.559
Team Members,IT9KV39Y,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",0
Team Members,IT9KV39Y,8,"Positive Effect of Losses in Amygdala, Equal Range Group",20.134001
Team Members,IT9KV39Y,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",0
Team Members,JGRUV96H,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",0
Team Members,JGRUV96H,2,"Positive Effect of Gains in VMPFC, Equal Range Group",0
Team Members,JGRUV96H,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",0
Team Members,JGRUV96H,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",0
Team Members,JGRUV96H,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",53.105999
Team Members,JGRUV96H,6,"Negative Effect of Losses in VMPFC, Equal Range Group",0
Team Members,JGRUV96H,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",-58.629002
Team Members,JGRUV96H,8,"Positive Effect of Losses in Amygdala, Equal Range Group",0
Team Members,JGRUV96H,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",0
Team Members,K4RY6M01,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",12.124
Team Members,K4RY6M01,2,"Positive Effect of Gains in VMPFC, Equal Range Group",21.254999
Team Members,K4RY6M01,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",-31.037001
Team Members,K4RY6M01,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",-23.156
Team Members,K4RY6M01,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",-239.386
Team Members,K4RY6M01,6,"Negative Effect of Losses in VMPFC, Equal Range Group",-18.507999
Team Members,K4RY6M01,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",34.301998
Team Members,K4RY6M01,8,"Positive Effect of Losses in Amygdala, Equal Range Group",66.990997
Team Members,K4RY6M01,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",-25.735001
Team Members,K8GUY08K,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",0
Team Members,K8GUY08K,2,"Positive Effect of Gains in VMPFC, Equal Range Group",0
Team Members,K8GUY08K,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",0
Team Members,K8GUY08K,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",0
Team Members,K8GUY08K,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",0
Team Members,K8GUY08K,6,"Negative Effect of Losses in VMPFC, Equal Range Group",0
Team Members,K8GUY08K,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",0
Team Members,K8GUY08K,8,"Positive Effect of Losses in Amygdala, Equal Range Group",0
Team Members,K8GUY08K,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",0
Team Members,K8X023I3,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",47.723999
Team Members,K8X023I3,2,"Positive Effect of Gains in VMPFC, Equal Range Group",79.129997
Team Members,K8X023I3,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",0
Team Members,K8X023I3,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",0
Team Members,K8X023I3,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",25.701
Team Members,K8X023I3,6,"Negative Effect of Losses in VMPFC, Equal Range Group",-44.993999
Team Members,K8X023I3,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",0
Team Members,K8X023I3,8,"Positive Effect of Losses in Amygdala, Equal Range Group",0
Team Members,K8X023I3,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",0
Team Members,KBSQGAOR,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",78.657997
Team Members,KBSQGAOR,2,"Positive Effect of Gains in VMPFC, Equal Range Group",0
Team Members,KBSQGAOR,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",0
Team Members,KBSQGAOR,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",0
Team Members,KBSQGAOR,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",69.139999
Team Members,KBSQGAOR,6,"Negative Effect of Losses in VMPFC, Equal Range Group",0
Team Members,KBSQGAOR,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",0
Team Members,KBSQGAOR,8,"Positive Effect of Losses in Amygdala, Equal Range Group",0
Team Members,KBSQGAOR,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",0
Team Members,KW8RZ5JT,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",0
Team Members,KW8RZ5JT,2,"Positive Effect of Gains in VMPFC, Equal Range Group",0
Team Members,KW8RZ5JT,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",0
Team Members,KW8RZ5JT,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",0
Team Members,KW8RZ5JT,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",0
Team Members,KW8RZ5JT,6,"Negative Effect of Losses in VMPFC, Equal Range Group",0
Team Members,KW8RZ5JT,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",0
Team Members,KW8RZ5JT,8,"Positive Effect of Losses in Amygdala, Equal Range Group",0
Team Members,KW8RZ5JT,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",0
Team Members,L2K2AHDZ,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",0
Team Members,L2K2AHDZ,2,"Positive Effect of Gains in VMPFC, Equal Range Group",0
Team Members,L2K2AHDZ,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",0
Team Members,L2K2AHDZ,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",0
Team Members,L2K2AHDZ,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",90.787003
Team Members,L2K2AHDZ,6,"Negative Effect of Losses in VMPFC, Equal Range Group",0
Team Members,L2K2AHDZ,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",0
Team Members,L2K2AHDZ,8,"Positive Effect of Losses in Amygdala, Equal Range Group",0
Team Members,L2K2AHDZ,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",54.539001
Team Members,LN19530Z,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",15.284
Team Members,LN19530Z,2,"Positive Effect of Gains in VMPFC, Equal Range Group",-1.9119999
Team Members,LN19530Z,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",33.115002
Team Members,LN19530Z,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",35.477001
Team Members,LN19530Z,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",6.5539999
Team Members,LN19530Z,6,"Negative Effect of Losses in VMPFC, Equal Range Group",10.12
Team Members,LN19530Z,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",-1.1670001
Team Members,LN19530Z,8,"Positive Effect of Losses in Amygdala, Equal Range Group",78.421997
Team Members,LN19530Z,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",106.698
Team Members,LP4CNHKP,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",23.846001
Team Members,LP4CNHKP,2,"Positive Effect of Gains in VMPFC, Equal Range Group",69.864998
Team Members,LP4CNHKP,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",-19.802999
Team Members,LP4CNHKP,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",-31.605
Team Members,LP4CNHKP,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",0
Team Members,LP4CNHKP,6,"Negative Effect of Losses in VMPFC, Equal Range Group",-33.742001
Team Members,LP4CNHKP,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",0
Team Members,LP4CNHKP,8,"Positive Effect of Losses in Amygdala, Equal Range Group",0
Team Members,LP4CNHKP,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",-26.658001
Team Members,LQVXQAWJ,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",13.138
Team Members,LQVXQAWJ,2,"Positive Effect of Gains in VMPFC, Equal Range Group",15.671
Team Members,LQVXQAWJ,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",10.229
Team Members,LQVXQAWJ,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",8.4639997
Team Members,LQVXQAWJ,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",26.431
Team Members,LQVXQAWJ,6,"Negative Effect of Losses in VMPFC, Equal Range Group",14.356
Team Members,LQVXQAWJ,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",-17.635
Team Members,LQVXQAWJ,8,"Positive Effect of Losses in Amygdala, Equal Range Group",-19.83
Team Members,LQVXQAWJ,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",-19.355
Team Members,LRPGBCL8,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",32.862
Team Members,LRPGBCL8,2,"Positive Effect of Gains in VMPFC, Equal Range Group",-31.926001
Team Members,LRPGBCL8,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",0
Team Members,LRPGBCL8,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",0
Team Members,LRPGBCL8,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",27.6
Team Members,LRPGBCL8,6,"Negative Effect of Losses in VMPFC, Equal Range Group",66.074997
Team Members,LRPGBCL8,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",10.779
Team Members,LRPGBCL8,8,"Positive Effect of Losses in Amygdala, Equal Range Group",-.41100001
Team Members,LRPGBCL8,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",1.076
Team Members,M389NE8N,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",0
Team Members,M389NE8N,2,"Positive Effect of Gains in VMPFC, Equal Range Group",0
Team Members,M389NE8N,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",0
Team Members,M389NE8N,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",0
Team Members,M389NE8N,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",0
Team Members,M389NE8N,6,"Negative Effect of Losses in VMPFC, Equal Range Group",0
Team Members,M389NE8N,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",0
Team Members,M389NE8N,8,"Positive Effect of Losses in Amygdala, Equal Range Group",0
Team Members,M389NE8N,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",0
Team Members,M6N6C2DK,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",0
Team Members,M6N6C2DK,2,"Positive Effect of Gains in VMPFC, Equal Range Group",-34.872002
Team Members,M6N6C2DK,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",0
Team Members,M6N6C2DK,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",-.175
Team Members,M6N6C2DK,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",57.460999
Team Members,M6N6C2DK,6,"Negative Effect of Losses in VMPFC, Equal Range Group",0
Team Members,M6N6C2DK,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",-21.799999
Team Members,M6N6C2DK,8,"Positive Effect of Losses in Amygdala, Equal Range Group",.0040000002
Team Members,M6N6C2DK,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",-.138
Team Members,MWJ5YOGF,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",53.369999
Team Members,MWJ5YOGF,2,"Positive Effect of Gains in VMPFC, Equal Range Group",-24.004999
Team Members,MWJ5YOGF,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",0
Team Members,MWJ5YOGF,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",-12.029
Team Members,MWJ5YOGF,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",39.158001
Team Members,MWJ5YOGF,6,"Negative Effect of Losses in VMPFC, Equal Range Group",19.09
Team Members,MWJ5YOGF,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",-9.5469999
Team Members,MWJ5YOGF,8,"Positive Effect of Losses in Amygdala, Equal Range Group",-1.145
Team Members,MWJ5YOGF,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",-.139
Team Members,O6NVI5GD,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",0
Team Members,O6NVI5GD,2,"Positive Effect of Gains in VMPFC, Equal Range Group",0
Team Members,O6NVI5GD,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",0
Team Members,O6NVI5GD,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",0
Team Members,O6NVI5GD,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",78.853996
Team Members,O6NVI5GD,6,"Negative Effect of Losses in VMPFC, Equal Range Group",0
Team Members,O6NVI5GD,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",-38.317001
Team Members,O6NVI5GD,8,"Positive Effect of Losses in Amygdala, Equal Range Group",0
Team Members,O6NVI5GD,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",0
Team Members,OICJDPWE,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",-17.277
Team Members,OICJDPWE,2,"Positive Effect of Gains in VMPFC, Equal Range Group",-4.8720002
Team Members,OICJDPWE,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",-7.5840001
Team Members,OICJDPWE,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",-7.5300002
Team Members,OICJDPWE,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",29.944
Team Members,OICJDPWE,6,"Negative Effect of Losses in VMPFC, Equal Range Group",0
Team Members,OICJDPWE,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",-34.626999
Team Members,OICJDPWE,8,"Positive Effect of Losses in Amygdala, Equal Range Group",-37.243
Team Members,OICJDPWE,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",-36.681
Team Members,P6AOX4VW,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",-188.02
Team Members,P6AOX4VW,2,"Positive Effect of Gains in VMPFC, Equal Range Group",-22.445
Team Members,P6AOX4VW,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",.152
Team Members,P6AOX4VW,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",0
Team Members,P6AOX4VW,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",1.202
Team Members,P6AOX4VW,6,"Negative Effect of Losses in VMPFC, Equal Range Group",-83.471001
Team Members,P6AOX4VW,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",-1.067
Team Members,P6AOX4VW,8,"Positive Effect of Losses in Amygdala, Equal Range Group",-1.3839999
Team Members,P6AOX4VW,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",0
Team Members,PKLOP81E,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",0
Team Members,PKLOP81E,2,"Positive Effect of Gains in VMPFC, Equal Range Group",0
Team Members,PKLOP81E,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",0
Team Members,PKLOP81E,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",0
Team Members,PKLOP81E,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",100.841
Team Members,PKLOP81E,6,"Negative Effect of Losses in VMPFC, Equal Range Group",0
Team Members,PKLOP81E,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",0
Team Members,PKLOP81E,8,"Positive Effect of Losses in Amygdala, Equal Range Group",0
Team Members,PKLOP81E,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",0
Team Members,Q22T213X,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",25.75
Team Members,Q22T213X,2,"Positive Effect of Gains in VMPFC, Equal Range Group",13.953
Team Members,Q22T213X,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",13.908
Team Members,Q22T213X,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",8.7469997
Team Members,Q22T213X,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",-203.297
Team Members,Q22T213X,6,"Negative Effect of Losses in VMPFC, Equal Range Group",28.407
Team Members,Q22T213X,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",-10.468
Team Members,Q22T213X,8,"Positive Effect of Losses in Amygdala, Equal Range Group",-28.596001
Team Members,Q22T213X,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",0
Team Members,QW96KSO3,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",27.783001
Team Members,QW96KSO3,2,"Positive Effect of Gains in VMPFC, Equal Range Group",0
Team Members,QW96KSO3,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",30.632
